ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
15180,1,0,5,0,-5
15181,0,0,55,0,-55
15182,1,0,29,0,-29
15183,1,1,256,1230,974
15184,0,0,51,0,-51
15185,0,0,41,0,-41
15186,0,0,54,0,-54
15187,0,0,10,0,-10
15188,0,0,3,0,-3
15189,1,0,41,0,-41
15190,1,0,59,0,-59
15191,1,0,11,0,-11
15192,1,1,621,1324,703
15193,0,0,21,0,-21
15194,1,1,55,1204,1149
15195,1,1,1070,1383,313
15196,1,0,42,0,-42
15197,0,0,36,0,-36
15198,1,0,22,0,-22
15199,1,0,150,0,-150
15200,0,0,51,0,-51
15201,1,0,160,0,-160
15202,1,1,618,1345,727
15203,1,0,80,0,-80
15204,0,0,7,0,-7
15205,1,1,30,1324,1294
15206,1,0,45,0,-45
15207,0,0,42,0,-42
15208,1,1,637,1862,1225
15209,1,0,30,0,-30
15210,0,0,146,0,-146
15211,1,1,7,1759,1752
15212,1,1,789,1501,712
15213,1,1,808,1451,643
15214,0,0,34,0,-34
15215,1,0,25,0,-25
15216,1,0,5,0,-5
15217,1,1,276,1469,1193
15218,0,0,74,0,-74
15219,1,0,9,0,-9
15220,1,1,128,1606,1478
15221,0,0,3,0,-3
15222,1,1,657,1530,873
15223,1,1,584,1223,639
15224,0,0,1,0,-1
15225,1,1,825,3157,2332
15226,0,0,10,0,-10
15227,0,0,50,0,-50
15228,0,0,46,0,-46
15229,1,1,148,1810,1662
15230,0,0,28,0,-28
15231,1,0,72,0,-72
15232,1,0,22,0,-22
15233,1,1,188,4668,4480
15234,0,0,52,0,-52
15235,0,0,63,0,-63
15236,1,1,328,1911,1583
15237,0,0,50,0,-50
15238,1,1,178,1330,1152
15239,0,0,24,0,-24
15240,1,0,46,0,-46
15241,1,1,262,1288,1026
15242,0,0,23,0,-23
15243,0,0,31,0,-31
15244,1,1,262,1259,997
15245,0,0,105,0,-105
15246,0,0,74,0,-74
15247,1,1,605,1409,804
15248,1,0,65,0,-65
15249,0,0,67,0,-67
15250,1,1,1054,1202,148
15251,1,1,270,1334,1064
15252,0,0,16,0,-16
15253,0,0,89,0,-89
15254,0,0,16,0,-16
15255,0,0,120,0,-120
15256,0,0,142,0,-142
15257,0,0,25,0,-25
15258,1,0,17,0,-17
15259,1,1,647,1511,864
15260,1,1,112,1201,1089
15261,1,1,222,1333,1111
15262,0,0,13,0,-13
15263,0,0,204,0,-204
15264,0,0,18,0,-18
15265,1,0,64,0,-64
15266,0,0,88,0,-88
15267,1,1,346,1560,1214
15268,1,0,3,0,-3
15269,1,0,45,0,-45
15270,0,0,0,0,0
15271,1,1,333,1875,1542
15272,1,1,855,1370,515
15273,1,0,6,0,-6
15274,1,0,24,0,-24
15275,0,0,27,0,-27
15276,1,1,136,1275,1139
15277,1,0,49,0,-49
15278,0,0,7,0,-7
15279,0,0,35,0,-35
15280,0,0,56,0,-56
15281,1,0,23,0,-23
15282,1,0,72,0,-72
15283,0,0,24,0,-24
15284,1,1,455,1331,876
15285,1,1,681,1311,630
15286,1,0,9,0,-9
15287,1,1,707,1314,607
15288,1,0,35,0,-35
15289,1,1,801,1733,932
15290,1,0,1,0,-1
15291,1,1,38,1562,1524
15292,1,0,107,0,-107
15293,0,0,21,0,-21
15294,1,0,29,0,-29
15295,1,1,606,1672,1066
15296,0,0,21,0,-21
15297,0,0,38,0,-38
15298,1,1,320,1317,997
15299,0,0,57,0,-57
15300,1,0,115,0,-115
15301,0,0,3,0,-3
15302,1,0,44,0,-44
15303,0,0,6,0,-6
15304,1,1,138,1215,1077
15305,1,0,48,0,-48
15306,1,0,20,0,-20
15307,0,0,3,0,-3
15308,1,1,380,1362,982
15309,0,0,115,0,-115
15310,1,1,831,1333,502
15311,1,1,1299,1808,509
15312,1,0,0,0,0
15313,0,0,12,0,-12
15314,1,1,710,1248,538
15315,1,0,21,0,-21
15316,1,0,71,0,-71
15317,0,0,2,0,-2
15318,1,1,238,1342,1104
15319,0,0,1,0,-1
15320,1,1,324,1501,1177
15321,0,0,9,0,-9
15322,1,1,225,1229,1004
15323,0,0,142,0,-142
15324,1,1,522,1201,679
15325,0,0,5,0,-5
15326,0,0,158,0,-158
15327,0,0,18,0,-18
15328,0,0,166,0,-166
15329,0,0,14,0,-14
15330,0,0,86,0,-86
15331,1,1,221,1472,1251
15332,0,0,14,0,-14
15333,1,1,1000,1433,433
15334,1,1,240,1816,1576
15335,1,1,1299,1216,-83
15336,0,0,47,0,-47
15337,0,0,112,0,-112
15338,0,0,50,0,-50
15339,0,0,11,0,-11
15340,1,1,447,1443,996
15341,0,0,59,0,-59
15342,0,0,50,0,-50
15343,1,1,1390,1220,-170
15344,0,0,161,0,-161
15345,1,1,164,1358,1194
15346,1,0,27,0,-27
15347,1,0,74,0,-74
15348,0,0,20,0,-20
15349,0,0,51,0,-51
15350,0,0,44,0,-44
15351,0,0,16,0,-16
15352,1,1,1231,1273,42
15353,1,0,149,0,-149
15354,1,1,347,2179,1832
15355,1,1,1465,1615,150
15356,0,0,29,0,-29
15357,1,1,211,1409,1198
15358,1,1,123,1536,1413
15359,0,0,7,0,-7
15360,1,0,10,0,-10
15361,1,1,205,1223,1018
15362,0,0,83,0,-83
15363,1,0,79,0,-79
15364,0,0,29,0,-29
15365,1,0,145,0,-145
15366,0,0,79,0,-79
15367,1,1,274,1698,1424
15368,1,1,330,1282,952
15369,0,0,9,0,-9
15370,0,0,28,0,-28
15371,1,1,248,2013,1765
15372,0,0,9,0,-9
15373,0,0,43,0,-43
15374,0,0,84,0,-84
15375,1,0,76,0,-76
15376,1,1,2009,1204,-805
15377,1,0,9,0,-9
15378,0,0,3,0,-3
15379,0,0,5,0,-5
15380,0,0,27,0,-27
15381,1,1,504,1215,711
15382,1,1,449,1576,1127
15383,1,1,404,3494,3090
15384,0,0,28,0,-28
15385,1,0,32,0,-32
15386,1,0,106,0,-106
15387,1,1,493,1619,1126
15388,1,1,79,1402,1323
15389,1,0,6,0,-6
15390,0,0,37,0,-37
15391,1,1,250,1234,984
15392,1,1,885,1271,386
15393,1,1,766,1200,434
15394,1,0,122,0,-122
15395,0,0,13,0,-13
15396,1,0,93,0,-93
15397,1,1,799,1826,1027
15398,1,0,17,0,-17
15399,1,0,1,0,-1
15400,0,0,64,0,-64
15401,0,0,86,0,-86
15402,1,1,1085,1321,236
15403,1,1,207,1335,1128
15404,0,0,14,0,-14
15405,1,0,31,0,-31
15406,1,0,15,0,-15
15407,0,0,32,0,-32
15408,0,0,48,0,-48
15409,1,0,19,0,-19
15410,1,1,671,2069,1398
15411,1,0,127,0,-127
15412,1,1,479,1701,1222
15413,1,0,43,0,-43
15414,1,0,46,0,-46
15415,1,1,135,1490,1355
15416,0,0,7,0,-7
15417,1,0,14,0,-14
15418,1,0,41,0,-41
15419,0,0,21,0,-21
15420,0,0,18,0,-18
15421,1,0,10,0,-10
15422,0,0,0,0,0
15423,0,0,36,0,-36
15424,1,0,15,0,-15
15425,1,0,31,0,-31
15426,1,0,5,0,-5
15427,1,1,420,1346,926
15428,0,0,14,0,-14
15429,0,0,200,0,-200
15430,0,0,115,0,-115
15431,1,0,0,0,0
15432,1,1,64,1568,1504
15433,0,0,11,0,-11
15434,0,0,33,0,-33
15435,1,1,515,1288,773
15436,0,0,49,0,-49
15437,1,0,196,0,-196
15438,1,1,320,1593,1273
15439,1,1,52,1207,1155
15440,1,0,163,0,-163
15441,0,0,213,0,-213
15442,0,0,90,0,-90
15443,1,0,44,0,-44
15444,1,0,4,0,-4
15445,0,0,133,0,-133
15446,0,0,11,0,-11
15447,1,1,315,1902,1587
15448,1,0,2,0,-2
15449,0,0,98,0,-98
15450,1,0,63,0,-63
15451,0,0,143,0,-143
15452,0,0,52,0,-52
15453,1,1,808,1227,419
15454,1,0,8,0,-8
15455,1,1,444,1762,1318
15456,1,1,862,5276,4414
15457,1,1,363,2094,1731
15458,1,0,33,0,-33
15459,0,0,40,0,-40
15460,1,0,87,0,-87
15461,0,0,24,0,-24
15462,0,0,63,0,-63
15463,1,1,1310,1922,612
15464,1,0,34,0,-34
15465,1,0,51,0,-51
15466,0,0,40,0,-40
15467,0,0,22,0,-22
15468,1,1,1729,1450,-279
15469,1,0,2,0,-2
15470,1,1,179,1238,1059
15471,1,1,2259,1994,-265
15472,1,1,48,1725,1677
15473,0,0,19,0,-19
15474,1,1,1206,1600,394
15475,1,1,982,1778,796
15476,1,1,377,1655,1278
15477,1,0,3,0,-3
15478,0,0,29,0,-29
15479,1,1,281,1267,986
15480,1,1,43,1710,1667
15481,0,0,160,0,-160
15482,0,0,25,0,-25
15483,1,0,62,0,-62
15484,1,1,452,1734,1282
15485,0,0,39,0,-39
15486,1,1,1164,1935,771
15487,0,0,1,0,-1
15488,1,0,203,0,-203
15489,1,1,155,1538,1383
15490,1,0,133,0,-133
15491,0,0,16,0,-16
15492,0,0,69,0,-69
15493,1,1,1918,1340,-578
15494,0,0,139,0,-139
15495,1,0,144,0,-144
15496,1,1,154,1433,1279
15497,0,0,19,0,-19
15498,1,0,65,0,-65
15499,1,0,33,0,-33
15500,1,1,1016,1594,578
15501,0,0,47,0,-47
15502,1,1,1330,2572,1242
15503,0,0,69,0,-69
15504,1,1,172,1307,1135
15505,1,1,544,2675,2131
15506,0,0,75,0,-75
15507,1,1,807,1285,478
15508,0,0,8,0,-8
15509,1,0,56,0,-56
15510,1,0,28,0,-28
15511,1,1,1705,1301,-404
15512,1,1,2630,1711,-919
15513,0,0,80,0,-80
15514,0,0,42,0,-42
15515,1,1,344,1212,868
15516,0,0,7,0,-7
15517,0,0,261,0,-261
15518,1,1,243,1212,969
15519,1,1,2544,1428,-1116
15520,1,0,34,0,-34
15521,0,0,8,0,-8
15522,1,0,91,0,-91
15523,0,0,187,0,-187
15524,1,0,2,0,-2
15525,0,0,38,0,-38
15526,0,0,96,0,-96
15527,0,0,48,0,-48
15528,1,0,1,0,-1
15529,1,0,93,0,-93
15530,0,0,6,0,-6
15531,1,0,0,0,0
15532,1,1,316,1975,1659
15533,1,0,22,0,-22
15534,1,0,155,0,-155
15535,1,0,104,0,-104
15536,1,0,4,0,-4
15537,1,1,175,2096,1921
15538,0,0,9,0,-9
15539,1,0,58,0,-58
15540,1,1,193,1873,1680
15541,1,0,116,0,-116
15542,0,0,10,0,-10
15543,1,1,221,1663,1442
15544,0,0,24,0,-24
15545,1,1,41,1375,1334
15546,1,0,22,0,-22
15547,1,0,30,0,-30
15548,1,0,35,0,-35
15549,0,0,22,0,-22
15550,1,0,113,0,-113
15551,0,0,71,0,-71
15552,1,1,508,1544,1036
15553,1,1,383,1945,1562
15554,0,0,42,0,-42
15555,1,1,675,1717,1042
15556,0,0,72,0,-72
15557,1,1,277,1624,1347
15558,0,0,83,0,-83
15559,0,0,3,0,-3
15560,1,1,880,1202,322
15561,0,0,47,0,-47
15562,0,0,8,0,-8
15563,0,0,42,0,-42
15564,1,1,262,1715,1453
15565,0,0,11,0,-11
15566,0,0,13,0,-13
15567,0,0,36,0,-36
15568,1,1,110,1338,1228
15569,1,0,17,0,-17
15570,1,1,293,1234,941
15571,1,1,143,1626,1483
15572,1,1,1128,1486,358
15573,1,0,13,0,-13
15574,1,1,860,1224,364
15575,0,0,0,0,0
15576,1,0,9,0,-9
15577,1,1,55,1438,1383
15578,0,0,28,0,-28
15579,0,0,72,0,-72
15580,1,0,49,0,-49
15581,1,0,59,0,-59
15582,0,0,60,0,-60
15583,1,1,691,1314,623
15584,1,0,34,0,-34
15585,1,1,58,1370,1312
15586,1,0,56,0,-56
15587,1,0,18,0,-18
15588,1,0,4,0,-4
15589,0,0,32,0,-32
15590,1,0,61,0,-61
15591,0,0,29,0,-29
15592,1,0,93,0,-93
15593,1,0,103,0,-103
15594,0,0,19,0,-19
15595,0,0,45,0,-45
15596,1,1,638,2163,1525
15597,1,0,81,0,-81
15598,1,0,128,0,-128
15599,0,0,11,0,-11
15600,1,1,107,1462,1355
15601,0,0,1,0,-1
15602,1,0,42,0,-42
15603,1,1,819,2464,1645
15604,0,0,53,0,-53
15605,1,1,621,1282,661
15606,1,0,43,0,-43
15607,1,0,26,0,-26
15608,1,0,211,0,-211
15609,1,0,40,0,-40
15610,1,1,106,2641,2535
15611,1,0,68,0,-68
15612,0,0,56,0,-56
15613,0,0,138,0,-138
15614,0,0,57,0,-57
15615,1,1,863,1316,453
15616,1,0,14,0,-14
15617,0,0,65,0,-65
15618,1,1,330,1425,1095
15619,1,0,196,0,-196
15620,1,0,11,0,-11
15621,1,1,583,1275,692
15622,0,0,154,0,-154
15623,1,0,67,0,-67
15624,0,0,37,0,-37
15625,1,1,119,1700,1581
15626,0,0,5,0,-5
15627,0,0,15,0,-15
15628,0,0,5,0,-5
15629,1,1,287,1597,1310
15630,1,0,49,0,-49
15631,1,0,44,0,-44
15632,1,1,527,1378,851
15633,1,1,308,2081,1773
15634,0,0,73,0,-73
15635,1,1,207,2208,2001
15636,0,0,6,0,-6
15637,0,0,38,0,-38
15638,0,0,68,0,-68
15639,0,0,19,0,-19
15640,0,0,38,0,-38
15641,1,1,321,1703,1382
15642,0,0,51,0,-51
15643,0,0,45,0,-45
15644,1,0,49,0,-49
15645,0,0,30,0,-30
15646,1,0,20,0,-20
15647,1,1,678,1533,855
15648,1,1,143,1204,1061
15649,1,1,456,1549,1093
15650,1,0,11,0,-11
15651,0,0,27,0,-27
15652,1,0,21,0,-21
15653,0,0,97,0,-97
15654,1,0,65,0,-65
15655,1,0,36,0,-36
15656,1,0,117,0,-117
15657,1,1,347,1702,1355
15658,1,0,79,0,-79
15659,1,0,28,0,-28
15660,1,1,86,1262,1176
15661,1,0,48,0,-48
15662,1,0,30,0,-30
15663,0,0,12,0,-12
15664,1,1,222,1544,1322
15665,1,1,495,1431,936
15666,1,0,60,0,-60
15667,1,0,29,0,-29
15668,0,0,15,0,-15
15669,1,1,72,1329,1257
15670,1,1,61,1796,1735
15671,1,1,608,1307,699
15672,0,0,10,0,-10
15673,0,0,0,0,0
15674,0,0,167,0,-167
15675,0,0,78,0,-78
15676,1,1,325,1426,1101
15677,0,0,94,0,-94
15678,1,0,4,0,-4
15679,1,1,1658,1216,-442
15680,1,1,757,1677,920
15681,1,1,1010,1765,755
15682,1,0,32,0,-32
15683,1,1,442,1213,771
15684,1,1,302,1550,1248
15685,0,0,65,0,-65
15686,1,0,28,0,-28
15687,0,0,24,0,-24
15688,1,1,811,1417,606
15689,1,1,580,1238,658
15690,1,1,651,1805,1154
15691,0,0,41,0,-41
15692,0,0,56,0,-56
15693,0,0,12,0,-12
15694,1,1,153,2032,1879
15695,0,0,15,0,-15
15696,0,0,113,0,-113
15697,0,0,59,0,-59
15698,1,1,184,2942,2758
15699,1,0,100,0,-100
15700,1,1,1707,2362,655
15701,0,0,45,0,-45
15702,0,0,21,0,-21
15703,1,0,14,0,-14
15704,0,0,334,0,-334
15705,1,1,563,1234,671
15706,0,0,71,0,-71
15707,1,0,24,0,-24
15708,1,1,850,1244,394
15709,1,1,1077,1227,150
15710,1,0,40,0,-40
15711,1,0,103,0,-103
15712,1,0,18,0,-18
15713,1,0,22,0,-22
15714,1,0,24,0,-24
15715,1,1,1219,1234,15
15716,1,1,43,1214,1171
15717,1,1,571,1264,693
15718,1,1,914,1213,299
15719,0,0,9,0,-9
15720,1,0,44,0,-44
15721,0,0,17,0,-17
15722,1,0,36,0,-36
15723,1,0,16,0,-16
15724,1,0,59,0,-59
15725,0,0,31,0,-31
15726,1,1,50,1418,1368
15727,1,1,321,1364,1043
15728,0,0,27,0,-27
15729,1,1,579,1622,1043
15730,0,0,63,0,-63
15731,1,1,821,1801,980
15732,0,0,74,0,-74
15733,0,0,70,0,-70
15734,0,0,46,0,-46
15735,1,1,692,1406,714
15736,1,1,434,1596,1162
15737,0,0,38,0,-38
15738,1,1,111,1224,1113
15739,1,1,200,1287,1087
15740,1,0,45,0,-45
15741,1,1,110,1811,1701
15742,1,0,62,0,-62
15743,1,1,338,1471,1133
15744,1,0,62,0,-62
15745,0,0,44,0,-44
15746,1,0,33,0,-33
15747,1,0,29,0,-29
15748,0,0,15,0,-15
15749,1,0,36,0,-36
15750,1,1,338,1959,1621
15751,1,0,29,0,-29
15752,0,0,26,0,-26
15753,0,0,223,0,-223
15754,0,0,17,0,-17
15755,0,0,24,0,-24
15756,1,0,59,0,-59
15757,0,0,28,0,-28
15758,0,0,21,0,-21
15759,1,1,170,1290,1120
15760,0,0,5,0,-5
15761,1,0,29,0,-29
15762,1,0,29,0,-29
15763,1,1,893,1816,923
15764,1,1,27,1337,1310
15765,1,1,881,1511,630
15766,1,1,337,1393,1056
15767,1,0,8,0,-8
15768,1,1,123,1773,1650
15769,1,0,30,0,-30
15770,1,0,23,0,-23
15771,1,1,507,1202,695
15772,0,0,20,0,-20
15773,0,0,131,0,-131
15774,1,0,66,0,-66
15775,1,1,278,1781,1503
15776,1,0,28,0,-28
15777,1,0,202,0,-202
15778,1,1,230,1502,1272
15779,1,1,42,1970,1928
15780,0,0,12,0,-12
15781,1,0,3,0,-3
15782,0,0,3,0,-3
15783,1,0,32,0,-32
15784,1,1,419,2896,2477
15785,1,0,89,0,-89
15786,1,1,200,1515,1315
15787,1,1,1093,2386,1293
15788,0,0,53,0,-53
15789,1,0,95,0,-95
15790,1,0,135,0,-135
15791,1,0,64,0,-64
15792,0,0,17,0,-17
15793,1,0,11,0,-11
15794,1,1,215,2159,1944
15795,1,1,174,1321,1147
15796,1,1,120,1412,1292
15797,1,1,751,1236,485
15798,0,0,234,0,-234
15799,1,0,5,0,-5
15800,1,0,28,0,-28
15801,0,0,32,0,-32
15802,1,1,39,1490,1451
15803,1,1,296,1205,909
15804,0,0,22,0,-22
15805,1,0,4,0,-4
15806,1,0,28,0,-28
15807,0,0,8,0,-8
15808,0,0,3,0,-3
15809,1,0,122,0,-122
15810,1,0,1,0,-1
15811,1,0,128,0,-128
15812,0,0,61,0,-61
15813,0,0,79,0,-79
15814,0,0,3,0,-3
15815,1,0,4,0,-4
15816,0,0,42,0,-42
15817,1,1,781,1382,601
15818,0,0,5,0,-5
15819,0,0,98,0,-98
15820,1,1,133,1284,1151
15821,0,0,23,0,-23
15822,0,0,0,0,0
15823,0,0,46,0,-46
15824,1,0,84,0,-84
15825,1,0,79,0,-79
15826,0,0,79,0,-79
15827,0,0,25,0,-25
15828,0,0,36,0,-36
15829,1,1,112,1271,1159
15830,0,0,61,0,-61
15831,0,0,83,0,-83
15832,1,1,517,1231,714
15833,1,0,87,0,-87
15834,0,0,0,0,0
15835,1,1,1423,1202,-221
15836,0,0,10,0,-10
15837,1,1,142,1610,1468
15838,1,1,386,2810,2424
15839,1,1,895,1479,584
15840,1,1,157,1875,1718
15841,1,0,122,0,-122
15842,1,0,34,0,-34
15843,1,1,76,1235,1159
15844,1,1,880,1660,780
15845,1,0,17,0,-17
15846,0,0,28,0,-28
15847,1,1,606,1350,744
15848,1,1,1227,1827,600
15849,0,0,49,0,-49
15850,1,1,377,1422,1045
15851,1,1,74,1483,1409
15852,0,0,10,0,-10
15853,1,1,173,1633,1460
15854,0,0,14,0,-14
15855,1,1,908,1401,493
15856,0,0,62,0,-62
15857,0,0,12,0,-12
15858,0,0,22,0,-22
15859,1,0,102,0,-102
15860,0,0,11,0,-11
15861,0,0,50,0,-50
15862,0,0,49,0,-49
15863,1,1,640,1223,583
15864,1,0,12,0,-12
15865,1,1,728,1293,565
15866,1,1,170,1502,1332
15867,1,1,1313,1547,234
15868,1,1,1104,1335,231
15869,0,0,94,0,-94
15870,0,0,19,0,-19
15871,1,0,38,0,-38
15872,1,1,31,1404,1373
15873,0,0,3,0,-3
15874,1,1,370,1236,866
15875,1,0,0,0,0
15876,1,1,255,1314,1059
15877,1,1,71,1485,1414
15878,1,0,34,0,-34
15879,1,0,21,0,-21
15880,1,0,22,0,-22
15881,1,1,638,4960,4322
15882,1,1,1769,1295,-474
15883,1,1,1510,1426,-84
15884,1,1,735,1296,561
15885,0,0,20,0,-20
15886,1,0,133,0,-133
15887,0,0,102,0,-102
15888,1,1,78,1426,1348
15889,1,0,41,0,-41
15890,1,0,14,0,-14
15891,1,0,11,0,-11
15892,0,0,19,0,-19
15893,1,1,62,1320,1258
15894,0,0,11,0,-11
15895,1,0,30,0,-30
15896,1,1,55,1522,1467
15897,1,0,19,0,-19
15898,1,1,1225,1253,28
15899,1,0,25,0,-25
15900,0,0,2,0,-2
15901,1,0,29,0,-29
15902,0,0,13,0,-13
15903,1,0,25,0,-25
15904,1,0,78,0,-78
15905,1,0,273,0,-273
15906,1,1,894,1210,316
15907,0,0,30,0,-30
15908,1,1,1512,1880,368
15909,0,0,28,0,-28
15910,1,0,26,0,-26
15911,0,0,6,0,-6
15912,1,1,235,1246,1011
15913,1,0,132,0,-132
15914,1,0,19,0,-19
15915,0,0,0,0,0
15916,0,0,8,0,-8
15917,1,0,34,0,-34
15918,0,0,22,0,-22
15919,0,0,23,0,-23
15920,1,1,426,1324,898
15921,1,0,120,0,-120
15922,1,0,44,0,-44
15923,1,1,160,2470,2310
15924,1,1,479,1888,1409
15925,0,0,16,0,-16
15926,0,0,11,0,-11
15927,1,1,553,1350,797
15928,0,0,6,0,-6
15929,1,1,565,2634,2069
15930,1,0,170,0,-170
15931,0,0,71,0,-71
15932,0,0,135,0,-135
15933,1,1,2392,1527,-865
15934,1,1,821,1720,899
15935,0,0,61,0,-61
15936,1,1,295,1347,1052
15937,0,0,73,0,-73
15938,1,0,18,0,-18
15939,1,0,73,0,-73
15940,1,0,6,0,-6
15941,1,0,27,0,-27
15942,1,1,1266,1848,582
15943,0,0,110,0,-110
15944,0,0,44,0,-44
15945,0,0,7,0,-7
15946,1,0,2,0,-2
15947,1,0,29,0,-29
15948,0,0,159,0,-159
15949,1,0,137,0,-137
15950,1,1,241,1262,1021
15951,1,0,97,0,-97
15952,1,0,39,0,-39
15953,0,0,22,0,-22
15954,1,0,26,0,-26
15955,1,1,2327,2482,155
15956,1,0,29,0,-29
15957,1,0,2,0,-2
15958,1,0,53,0,-53
15959,0,0,16,0,-16
15960,1,1,100,1225,1125
15961,0,0,4,0,-4
15962,0,0,102,0,-102
15963,1,1,423,1261,838
15964,1,0,127,0,-127
15965,1,0,21,0,-21
15966,1,0,16,0,-16
15967,1,0,321,0,-321
15968,0,0,26,0,-26
15969,1,1,363,1202,839
15970,1,1,126,1289,1163
15971,1,0,9,0,-9
15972,0,0,95,0,-95
15973,0,0,4,0,-4
15974,0,0,41,0,-41
15975,1,1,573,1291,718
15976,1,1,615,1372,757
15977,0,0,23,0,-23
15978,1,1,1136,1694,558
15979,0,0,26,0,-26
15980,1,0,33,0,-33
15981,1,0,72,0,-72
15982,0,0,13,0,-13
15983,0,0,100,0,-100
15984,0,0,71,0,-71
15985,0,0,16,0,-16
15986,1,0,65,0,-65
15987,1,0,226,0,-226
15988,0,0,53,0,-53
15989,0,0,1,0,-1
15990,1,0,6,0,-6
15991,1,1,205,1311,1106
15992,0,0,5,0,-5
15993,1,0,20,0,-20
15994,0,0,37,0,-37
15995,0,0,41,0,-41
15996,0,0,4,0,-4
15997,1,0,111,0,-111
15998,0,0,10,0,-10
15999,1,0,133,0,-133
16000,1,0,9,0,-9
16001,0,0,63,0,-63
16002,1,1,1369,1248,-121
16003,1,1,2064,1874,-190
16004,1,1,69,1328,1259
16005,1,0,76,0,-76
16006,1,0,65,0,-65
16007,0,0,66,0,-66
16008,1,0,8,0,-8
16009,1,0,39,0,-39
16010,0,0,77,0,-77
16011,1,0,182,0,-182
16012,0,0,37,0,-37
16013,1,1,1312,1211,-101
16014,0,0,75,0,-75
16015,0,0,7,0,-7
16016,1,1,688,1724,1036
16017,0,0,21,0,-21
16018,1,1,209,3187,2978
16019,1,1,303,1259,956
16020,0,0,49,0,-49
16021,1,0,15,0,-15
16022,0,0,12,0,-12
16023,0,0,35,0,-35
16024,0,0,37,0,-37
16025,1,0,11,0,-11
16026,0,0,26,0,-26
16027,0,0,130,0,-130
16028,1,1,408,1216,808
16029,1,0,1,0,-1
16030,1,0,4,0,-4
16031,0,0,17,0,-17
16032,1,0,50,0,-50
16033,1,0,254,0,-254
16034,1,0,3,0,-3
16035,1,1,1001,1717,716
16036,0,0,42,0,-42
16037,0,0,3,0,-3
16038,1,0,29,0,-29
16039,1,1,878,1355,477
16040,1,1,1567,1324,-243
16041,1,1,121,1275,1154
16042,1,0,75,0,-75
16043,1,1,472,1232,760
16044,1,0,130,0,-130
16045,1,0,62,0,-62
16046,1,0,9,0,-9
16047,1,1,1205,3396,2191
16048,0,0,29,0,-29
16049,0,0,172,0,-172
16050,1,1,1307,1252,-55
16051,1,0,107,0,-107
16052,1,1,144,1475,1331
16053,1,0,31,0,-31
16054,1,0,71,0,-71
16055,0,0,73,0,-73
16056,1,0,3,0,-3
16057,1,0,67,0,-67
16058,0,0,51,0,-51
16059,0,0,171,0,-171
16060,0,0,29,0,-29
16061,0,0,123,0,-123
16062,1,1,215,1491,1276
16063,1,0,58,0,-58
16064,0,0,25,0,-25
16065,0,0,29,0,-29
16066,0,0,0,0,0
16067,1,0,35,0,-35
16068,0,0,37,0,-37
16069,1,1,239,1400,1161
16070,0,0,73,0,-73
16071,1,1,768,1951,1183
16072,0,0,6,0,-6
16073,1,0,6,0,-6
16074,0,0,14,0,-14
16075,1,0,17,0,-17
16076,1,1,1321,1255,-66
16077,1,1,439,1592,1153
16078,1,1,464,1306,842
16079,0,0,100,0,-100
16080,1,1,241,1323,1082
16081,0,0,56,0,-56
16082,0,0,42,0,-42
16083,0,0,29,0,-29
16084,0,0,51,0,-51
16085,0,0,15,0,-15
16086,0,0,22,0,-22
16087,0,0,32,0,-32
16088,0,0,2,0,-2
16089,0,0,0,0,0
16090,1,1,220,1483,1263
16091,0,0,120,0,-120
16092,0,0,21,0,-21
16093,0,0,57,0,-57
16094,1,1,1282,2433,1151
16095,1,0,41,0,-41
16096,0,0,182,0,-182
16097,0,0,42,0,-42
16098,1,1,826,1644,818
16099,1,0,48,0,-48
16100,1,0,36,0,-36
16101,1,1,201,1231,1030
16102,1,1,637,1433,796
16103,0,0,4,0,-4
16104,1,1,67,2206,2139
16105,1,0,0,0,0
16106,1,0,37,0,-37
16107,0,0,70,0,-70
16108,1,0,89,0,-89
16109,0,0,44,0,-44
16110,1,1,589,1693,1104
16111,1,1,1670,1439,-231
16112,0,0,24,0,-24
16113,0,0,0,0,0
16114,1,0,12,0,-12
16115,1,0,11,0,-11
16116,0,0,198,0,-198
16117,1,0,17,0,-17
16118,1,0,49,0,-49
16119,1,0,60,0,-60
16120,1,1,1300,1942,642
16121,1,0,69,0,-69
16122,1,0,29,0,-29
16123,1,1,629,1840,1211
16124,1,0,52,0,-52
16125,0,0,9,0,-9
16126,0,0,6,0,-6
16127,1,0,28,0,-28
16128,1,0,31,0,-31
16129,0,0,27,0,-27
16130,1,0,31,0,-31
16131,1,0,17,0,-17
16132,1,1,12,1473,1461
16133,1,1,303,1337,1034
16134,1,1,295,1451,1156
16135,1,0,10,0,-10
16136,0,0,57,0,-57
16137,1,0,4,0,-4
16138,0,0,36,0,-36
16139,0,0,2,0,-2
16140,1,0,73,0,-73
16141,0,0,16,0,-16
16142,1,0,76,0,-76
16143,0,0,20,0,-20
16144,1,1,253,1381,1128
16145,0,0,1,0,-1
16146,1,1,117,1200,1083
16147,1,1,162,1824,1662
16148,0,0,30,0,-30
16149,0,0,111,0,-111
16150,1,0,32,0,-32
16151,0,0,99,0,-99
16152,1,0,53,0,-53
16153,0,0,32,0,-32
16154,0,0,54,0,-54
16155,1,1,401,1327,926
16156,0,0,70,0,-70
16157,1,1,607,1698,1091
16158,1,0,4,0,-4
16159,1,0,25,0,-25
16160,0,0,58,0,-58
