ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
8956,0,0,147,0,-147
8957,1,0,33,0,-33
8958,1,1,556,1466,910
8959,0,0,16,0,-16
8960,1,1,599,1235,636
8961,0,0,41,0,-41
8962,0,0,94,0,-94
8963,1,0,20,0,-20
8964,0,0,30,0,-30
8965,1,1,395,2898,2503
8966,1,0,43,0,-43
8967,0,0,32,0,-32
8968,0,0,71,0,-71
8969,1,0,69,0,-69
8970,1,0,142,0,-142
8971,1,1,263,3099,2836
8972,0,0,44,0,-44
8973,1,1,128,1219,1091
8974,1,1,1480,1959,479
8975,1,0,71,0,-71
8976,1,0,59,0,-59
8977,0,0,1,0,-1
8978,1,0,87,0,-87
8979,1,0,35,0,-35
8980,1,1,131,1443,1312
8981,1,0,5,0,-5
8982,1,1,1876,1807,-69
8983,1,1,146,2931,2785
8984,1,1,450,1241,791
8985,0,0,92,0,-92
8986,1,0,117,0,-117
8987,1,0,71,0,-71
8988,1,0,32,0,-32
8989,1,1,36,1569,1533
8990,0,0,45,0,-45
8991,1,0,47,0,-47
8992,1,1,118,1647,1529
8993,1,1,259,1258,999
8994,0,0,121,0,-121
8995,1,1,226,1341,1115
8996,0,0,78,0,-78
8997,1,1,777,1207,430
8998,1,0,58,0,-58
8999,0,0,39,0,-39
9000,1,1,530,1280,750
9001,0,0,80,0,-80
9002,1,0,55,0,-55
9003,1,0,33,0,-33
9004,1,0,32,0,-32
9005,0,0,55,0,-55
9006,1,0,26,0,-26
9007,1,1,347,1393,1046
9008,0,0,42,0,-42
9009,1,0,72,0,-72
9010,1,0,36,0,-36
9011,1,1,396,1241,845
9012,1,1,268,1308,1040
9013,1,0,82,0,-82
9014,1,0,21,0,-21
9015,1,0,20,0,-20
9016,1,0,23,0,-23
9017,1,0,91,0,-91
9018,0,0,29,0,-29
9019,1,1,254,1793,1539
9020,1,0,2,0,-2
9021,1,1,468,1679,1211
9022,1,1,252,2298,2046
9023,0,0,16,0,-16
9024,1,1,245,2204,1959
9025,1,0,22,0,-22
9026,1,1,1006,2765,1759
9027,1,1,785,2316,1531
9028,0,0,2,0,-2
9029,1,0,16,0,-16
9030,1,1,160,1451,1291
9031,1,0,188,0,-188
9032,0,0,15,0,-15
9033,0,0,4,0,-4
9034,1,1,276,1306,1030
9035,1,0,86,0,-86
9036,0,0,8,0,-8
9037,1,1,45,1370,1325
9038,1,1,456,1312,856
9039,1,1,708,1584,876
9040,0,0,32,0,-32
9041,0,0,141,0,-141
9042,1,0,51,0,-51
9043,1,1,75,1675,1600
9044,0,0,275,0,-275
9045,0,0,73,0,-73
9046,0,0,3,0,-3
9047,0,0,111,0,-111
9048,1,1,495,1487,992
9049,1,0,34,0,-34
9050,0,0,3,0,-3
9051,1,1,858,1552,694
9052,1,1,930,1263,333
9053,1,0,37,0,-37
9054,1,0,76,0,-76
9055,1,0,14,0,-14
9056,1,0,38,0,-38
9057,0,0,21,0,-21
9058,1,0,39,0,-39
9059,0,0,56,0,-56
9060,1,0,12,0,-12
9061,1,0,34,0,-34
9062,0,0,21,0,-21
9063,0,0,61,0,-61
9064,1,0,31,0,-31
9065,1,0,39,0,-39
9066,1,0,27,0,-27
9067,1,1,909,1372,463
9068,1,0,18,0,-18
9069,1,0,2,0,-2
9070,1,0,42,0,-42
9071,1,0,5,0,-5
9072,1,0,133,0,-133
9073,0,0,42,0,-42
9074,1,1,354,1392,1038
9075,0,0,3,0,-3
9076,1,0,13,0,-13
9077,0,0,16,0,-16
9078,1,1,453,1640,1187
9079,1,1,689,1422,733
9080,0,0,3,0,-3
9081,1,0,138,0,-138
9082,1,1,226,1644,1418
9083,0,0,22,0,-22
9084,1,0,13,0,-13
9085,1,1,1026,1270,244
9086,1,1,125,1653,1528
9087,1,1,430,1289,859
9088,1,1,118,1218,1100
9089,1,1,47,1724,1677
9090,1,0,36,0,-36
9091,0,0,29,0,-29
9092,0,0,60,0,-60
9093,1,1,603,1299,696
9094,1,1,154,1300,1146
9095,0,0,77,0,-77
9096,1,0,17,0,-17
9097,1,0,1,0,-1
9098,0,0,7,0,-7
9099,0,0,30,0,-30
9100,1,1,570,1614,1044
9101,1,0,69,0,-69
9102,0,0,136,0,-136
9103,0,0,153,0,-153
9104,1,0,41,0,-41
9105,0,0,22,0,-22
9106,0,0,133,0,-133
9107,0,0,33,0,-33
9108,0,0,81,0,-81
9109,1,0,2,0,-2
9110,0,0,116,0,-116
9111,0,0,26,0,-26
9112,0,0,29,0,-29
9113,0,0,22,0,-22
9114,1,1,429,2355,1926
9115,1,0,12,0,-12
9116,0,0,12,0,-12
9117,1,0,84,0,-84
9118,1,1,181,1218,1037
9119,1,1,183,2687,2504
9120,1,0,111,0,-111
9121,1,0,3,0,-3
9122,0,0,0,0,0
9123,1,1,32,1337,1305
9124,0,0,22,0,-22
9125,0,0,160,0,-160
9126,0,0,29,0,-29
9127,1,1,111,1451,1340
9128,1,0,15,0,-15
9129,1,0,32,0,-32
9130,1,0,88,0,-88
9131,0,0,57,0,-57
9132,0,0,57,0,-57
9133,0,0,52,0,-52
9134,1,0,12,0,-12
9135,0,0,42,0,-42
9136,1,0,126,0,-126
9137,0,0,16,0,-16
9138,1,0,32,0,-32
9139,1,0,56,0,-56
9140,0,0,63,0,-63
9141,1,1,2251,1206,-1045
9142,1,1,211,1259,1048
9143,1,0,78,0,-78
9144,1,1,2551,1439,-1112
9145,0,0,14,0,-14
9146,1,1,603,1863,1260
9147,1,0,103,0,-103
9148,0,0,11,0,-11
9149,0,0,22,0,-22
9150,0,0,68,0,-68
9151,1,0,157,0,-157
9152,1,0,36,0,-36
9153,1,1,417,1316,899
9154,0,0,26,0,-26
9155,1,1,641,1224,583
9156,0,0,33,0,-33
9157,1,1,2593,1541,-1052
9158,0,0,44,0,-44
9159,1,0,36,0,-36
9160,0,0,40,0,-40
9161,0,0,5,0,-5
9162,0,0,139,0,-139
9163,1,0,37,0,-37
9164,0,0,16,0,-16
9165,1,0,10,0,-10
9166,1,1,1000,2095,1095
9167,1,1,216,1322,1106
9168,0,0,54,0,-54
9169,1,1,524,2173,1649
9170,0,0,36,0,-36
9171,0,0,53,0,-53
9172,1,1,436,1545,1109
9173,1,1,74,1423,1349
9174,1,1,509,1570,1061
9175,0,0,37,0,-37
9176,0,0,27,0,-27
9177,1,0,51,0,-51
9178,1,1,339,2086,1747
9179,0,0,70,0,-70
9180,0,0,81,0,-81
9181,1,1,187,1366,1179
9182,1,0,33,0,-33
9183,1,1,228,1386,1158
9184,1,0,41,0,-41
9185,1,1,293,2269,1976
9186,0,0,9,0,-9
9187,1,1,1054,1361,307
9188,1,1,579,1213,634
9189,0,0,190,0,-190
9190,1,1,320,1541,1221
9191,1,0,54,0,-54
9192,1,1,171,1810,1639
9193,0,0,1,0,-1
9194,0,0,12,0,-12
9195,1,1,272,1387,1115
9196,1,0,0,0,0
9197,0,0,23,0,-23
9198,1,0,38,0,-38
9199,0,0,0,0,0
9200,1,1,323,1862,1539
9201,0,0,34,0,-34
9202,1,1,91,1393,1302
9203,1,0,96,0,-96
9204,0,0,14,0,-14
9205,1,0,26,0,-26
9206,0,0,55,0,-55
9207,1,1,364,2072,1708
9208,1,0,35,0,-35
9209,1,1,1180,1583,403
9210,1,1,411,1512,1101
9211,1,1,173,1393,1220
9212,0,0,7,0,-7
9213,0,0,34,0,-34
9214,1,1,373,1766,1393
9215,1,0,3,0,-3
9216,1,0,67,0,-67
9217,1,0,23,0,-23
9218,0,0,2,0,-2
9219,1,1,216,1302,1086
9220,1,0,142,0,-142
9221,1,1,1049,1395,346
9222,1,1,13,1276,1263
9223,1,0,21,0,-21
9224,1,1,34,1213,1179
9225,1,0,7,0,-7
9226,1,1,290,1215,925
9227,0,0,1,0,-1
9228,0,0,0,0,0
9229,0,0,5,0,-5
9230,1,1,718,1621,903
9231,1,1,536,1838,1302
9232,1,0,12,0,-12
9233,1,1,806,1412,606
9234,1,1,340,1644,1304
9235,0,0,34,0,-34
9236,0,0,58,0,-58
9237,1,1,1250,1582,332
9238,0,0,92,0,-92
9239,1,1,321,1477,1156
9240,1,0,11,0,-11
9241,1,0,136,0,-136
9242,1,0,8,0,-8
9243,1,1,460,1621,1161
9244,0,0,14,0,-14
9245,0,0,24,0,-24
9246,0,0,41,0,-41
9247,1,1,231,1611,1380
9248,0,0,69,0,-69
9249,1,0,7,0,-7
9250,1,0,3,0,-3
9251,0,0,95,0,-95
9252,0,0,46,0,-46
9253,1,1,1238,1788,550
9254,0,0,14,0,-14
9255,1,1,240,1634,1394
9256,0,0,86,0,-86
9257,0,0,37,0,-37
9258,0,0,13,0,-13
9259,1,0,20,0,-20
9260,1,0,116,0,-116
9261,1,1,1685,1233,-452
9262,1,0,6,0,-6
9263,1,1,192,2237,2045
9264,1,1,162,1337,1175
9265,0,0,54,0,-54
9266,0,0,34,0,-34
9267,1,0,51,0,-51
9268,1,0,118,0,-118
9269,1,0,35,0,-35
9270,1,1,51,2322,2271
9271,0,0,192,0,-192
9272,0,0,61,0,-61
9273,1,0,6,0,-6
9274,1,1,476,1423,947
9275,1,0,37,0,-37
9276,0,0,115,0,-115
9277,0,0,31,0,-31
9278,1,0,2,0,-2
9279,0,0,15,0,-15
9280,1,1,180,2248,2068
9281,1,0,3,0,-3
9282,1,0,70,0,-70
9283,0,0,67,0,-67
9284,1,0,125,0,-125
9285,1,1,130,1758,1628
9286,0,0,86,0,-86
9287,1,0,6,0,-6
9288,0,0,38,0,-38
9289,1,0,13,0,-13
9290,0,0,51,0,-51
9291,1,0,10,0,-10
9292,1,0,10,0,-10
9293,0,0,25,0,-25
9294,0,0,5,0,-5
9295,1,1,284,1651,1367
9296,1,0,42,0,-42
9297,1,1,300,1437,1137
9298,1,0,6,0,-6
9299,0,0,208,0,-208
9300,0,0,57,0,-57
9301,1,1,1565,1556,-9
9302,1,0,10,0,-10
9303,1,0,165,0,-165
9304,0,0,5,0,-5
9305,0,0,4,0,-4
9306,1,0,91,0,-91
9307,0,0,19,0,-19
9308,1,0,31,0,-31
9309,0,0,1,0,-1
9310,0,0,99,0,-99
9311,1,0,27,0,-27
9312,1,0,240,0,-240
9313,0,0,84,0,-84
9314,1,1,166,1242,1076
9315,0,0,30,0,-30
9316,1,1,307,1284,977
9317,1,1,722,1365,643
9318,1,1,210,1602,1392
9319,1,0,48,0,-48
9320,1,0,11,0,-11
9321,1,0,27,0,-27
9322,1,0,5,0,-5
9323,0,0,70,0,-70
9324,0,0,57,0,-57
9325,1,1,891,1292,401
9326,1,1,530,1730,1200
9327,1,0,34,0,-34
9328,0,0,35,0,-35
9329,1,1,658,1482,824
9330,0,0,27,0,-27
9331,0,0,104,0,-104
9332,1,0,16,0,-16
9333,1,0,38,0,-38
9334,1,1,644,1252,608
9335,0,0,27,0,-27
9336,1,1,162,1755,1593
9337,1,1,845,1454,609
9338,0,0,56,0,-56
9339,1,1,330,1644,1314
9340,1,1,1707,1568,-139
9341,0,0,15,0,-15
9342,0,0,127,0,-127
9343,1,0,12,0,-12
9344,1,0,0,0,0
9345,0,0,58,0,-58
9346,0,0,112,0,-112
9347,0,0,91,0,-91
9348,1,0,62,0,-62
9349,1,0,91,0,-91
9350,0,0,101,0,-101
9351,1,1,502,1663,1161
9352,0,0,71,0,-71
9353,0,0,21,0,-21
9354,1,1,428,1314,886
9355,1,1,305,1545,1240
9356,1,1,465,1331,866
9357,0,0,18,0,-18
9358,0,0,63,0,-63
9359,0,0,74,0,-74
9360,0,0,22,0,-22
9361,1,0,18,0,-18
9362,1,0,25,0,-25
9363,1,0,26,0,-26
9364,1,1,800,1973,1173
9365,1,0,8,0,-8
9366,0,0,0,0,0
9367,0,0,37,0,-37
9368,1,1,455,1694,1239
9369,1,0,119,0,-119
9370,1,1,143,1353,1210
9371,1,0,5,0,-5
9372,1,1,169,1277,1108
9373,1,1,102,1504,1402
9374,1,1,282,1295,1013
9375,1,1,291,1458,1167
9376,0,0,5,0,-5
9377,0,0,35,0,-35
9378,1,1,473,3132,2659
9379,1,0,34,0,-34
9380,1,1,1724,1342,-382
9381,1,0,111,0,-111
9382,0,0,1,0,-1
9383,0,0,36,0,-36
9384,0,0,38,0,-38
9385,0,0,7,0,-7
9386,1,1,365,1246,881
9387,0,0,109,0,-109
9388,1,1,228,1376,1148
9389,1,0,24,0,-24
9390,1,1,230,1319,1089
9391,1,1,1362,1311,-51
9392,0,0,1,0,-1
9393,0,0,11,0,-11
9394,0,0,49,0,-49
9395,1,1,477,1513,1036
9396,0,0,38,0,-38
9397,0,0,43,0,-43
9398,0,0,0,0,0
9399,0,0,55,0,-55
9400,1,0,46,0,-46
9401,1,0,52,0,-52
9402,1,0,122,0,-122
9403,1,1,326,1362,1036
9404,1,1,665,1220,555
9405,0,0,72,0,-72
9406,0,0,129,0,-129
9407,1,1,461,1701,1240
9408,1,0,27,0,-27
9409,0,0,84,0,-84
9410,1,1,173,1298,1125
9411,1,1,126,1298,1172
9412,1,1,239,1370,1131
9413,1,1,280,3641,3361
9414,1,1,101,1221,1120
9415,1,1,86,1499,1413
9416,0,0,10,0,-10
9417,1,0,43,0,-43
9418,1,1,861,1280,419
9419,1,0,4,0,-4
9420,1,0,34,0,-34
9421,0,0,8,0,-8
9422,1,1,95,1230,1135
9423,1,0,7,0,-7
9424,0,0,121,0,-121
9425,1,0,36,0,-36
9426,1,1,1282,1945,663
9427,1,1,443,1795,1352
9428,0,0,3,0,-3
9429,1,0,49,0,-49
9430,0,0,10,0,-10
9431,0,0,26,0,-26
9432,1,1,425,1423,998
9433,0,0,128,0,-128
9434,1,0,31,0,-31
9435,0,0,50,0,-50
9436,1,1,1147,1597,450
9437,0,0,90,0,-90
9438,1,0,55,0,-55
9439,0,0,23,0,-23
9440,0,0,10,0,-10
9441,1,0,12,0,-12
9442,1,1,888,1256,368
9443,1,1,785,2682,1897
9444,1,1,597,2163,1566
9445,0,0,121,0,-121
9446,1,1,872,1226,354
9447,1,0,3,0,-3
9448,1,1,816,1288,472
9449,0,0,39,0,-39
9450,1,1,392,1586,1194
9451,1,1,99,1731,1632
9452,1,0,36,0,-36
9453,1,0,89,0,-89
9454,1,1,315,1633,1318
9455,0,0,29,0,-29
9456,1,0,6,0,-6
9457,0,0,13,0,-13
9458,0,0,15,0,-15
9459,0,0,94,0,-94
9460,1,0,32,0,-32
9461,1,0,110,0,-110
9462,1,1,674,1952,1278
9463,1,1,1935,1613,-322
9464,0,0,121,0,-121
9465,1,0,15,0,-15
9466,0,0,48,0,-48
9467,0,0,17,0,-17
9468,0,0,129,0,-129
9469,0,0,134,0,-134
9470,1,1,880,1817,937
9471,0,0,11,0,-11
9472,1,1,1326,1510,184
9473,1,0,19,0,-19
9474,1,0,5,0,-5
9475,0,0,58,0,-58
9476,0,0,20,0,-20
9477,0,0,14,0,-14
9478,1,0,109,0,-109
9479,1,1,609,1249,640
9480,0,0,14,0,-14
9481,0,0,9,0,-9
9482,0,0,14,0,-14
9483,0,0,70,0,-70
9484,0,0,7,0,-7
9485,1,0,35,0,-35
9486,1,1,668,1822,1154
9487,1,0,52,0,-52
9488,1,1,378,1548,1170
9489,1,1,2157,1809,-348
9490,0,0,13,0,-13
9491,1,0,53,0,-53
9492,1,0,24,0,-24
9493,1,1,110,1755,1645
9494,0,0,14,0,-14
9495,0,0,20,0,-20
9496,1,0,175,0,-175
9497,1,1,542,1607,1065
9498,1,0,5,0,-5
9499,0,0,3,0,-3
9500,0,0,6,0,-6
9501,0,0,3,0,-3
9502,0,0,6,0,-6
9503,1,0,7,0,-7
9504,1,1,339,1223,884
9505,0,0,21,0,-21
9506,1,1,2306,1308,-998
9507,1,0,13,0,-13
9508,1,0,80,0,-80
9509,1,0,8,0,-8
9510,0,0,29,0,-29
9511,0,0,119,0,-119
9512,0,0,23,0,-23
9513,0,0,90,0,-90
9514,0,0,127,0,-127
9515,1,0,80,0,-80
9516,1,0,57,0,-57
9517,1,1,924,2078,1154
9518,0,0,31,0,-31
9519,1,0,85,0,-85
9520,1,0,46,0,-46
9521,0,0,44,0,-44
9522,0,0,65,0,-65
9523,1,1,278,1245,967
9524,0,0,56,0,-56
9525,0,0,42,0,-42
9526,1,0,17,0,-17
9527,0,0,56,0,-56
9528,1,0,163,0,-163
9529,1,0,62,0,-62
9530,1,1,121,1367,1246
9531,1,0,49,0,-49
9532,1,1,57,1214,1157
9533,1,1,1015,1303,288
9534,0,0,52,0,-52
9535,1,0,3,0,-3
9536,0,0,149,0,-149
9537,1,1,129,1662,1533
9538,1,1,321,1855,1534
9539,1,0,46,0,-46
9540,0,0,42,0,-42
9541,1,0,25,0,-25
9542,1,1,264,1504,1240
9543,0,0,96,0,-96
9544,1,0,45,0,-45
9545,0,0,50,0,-50
9546,1,1,13,1344,1331
9547,1,0,0,0,0
9548,0,0,75,0,-75
9549,1,0,34,0,-34
9550,1,0,78,0,-78
9551,1,0,27,0,-27
9552,1,1,145,1308,1163
9553,0,0,51,0,-51
9554,1,0,30,0,-30
9555,1,0,72,0,-72
9556,1,0,42,0,-42
9557,0,0,6,0,-6
9558,1,1,1025,1309,284
9559,1,0,4,0,-4
9560,1,1,944,1212,268
9561,1,0,105,0,-105
9562,0,0,119,0,-119
9563,0,0,3,0,-3
9564,0,0,26,0,-26
9565,0,0,47,0,-47
9566,1,1,729,1882,1153
9567,1,0,49,0,-49
9568,1,0,6,0,-6
9569,1,1,231,3594,3363
9570,0,0,150,0,-150
9571,0,0,87,0,-87
9572,1,0,83,0,-83
9573,1,1,495,1226,731
9574,1,0,117,0,-117
9575,1,0,9,0,-9
9576,1,0,41,0,-41
9577,0,0,30,0,-30
9578,1,0,18,0,-18
9579,0,0,0,0,0
9580,0,0,15,0,-15
9581,0,0,51,0,-51
9582,1,0,8,0,-8
9583,0,0,42,0,-42
9584,1,0,130,0,-130
9585,0,0,88,0,-88
9586,1,1,562,2022,1460
9587,1,0,17,0,-17
9588,0,0,36,0,-36
9589,1,0,12,0,-12
9590,0,0,6,0,-6
9591,1,0,111,0,-111
9592,0,0,38,0,-38
9593,1,0,61,0,-61
9594,1,1,336,1284,948
9595,1,1,219,2250,2031
9596,0,0,116,0,-116
9597,1,0,7,0,-7
9598,1,1,98,1286,1188
9599,0,0,1,0,-1
9600,0,0,199,0,-199
9601,1,1,668,2059,1391
9602,1,0,7,0,-7
9603,1,0,64,0,-64
9604,1,1,672,1364,692
9605,1,1,72,1456,1384
9606,1,0,11,0,-11
9607,1,0,43,0,-43
9608,0,0,49,0,-49
9609,1,0,39,0,-39
9610,1,0,59,0,-59
9611,1,0,22,0,-22
9612,0,0,19,0,-19
9613,0,0,187,0,-187
9614,1,0,149,0,-149
9615,0,0,4,0,-4
9616,1,0,68,0,-68
9617,1,1,706,1479,773
9618,1,0,41,0,-41
9619,1,1,581,1595,1014
9620,1,0,65,0,-65
9621,0,0,17,0,-17
9622,1,1,27,1530,1503
9623,1,1,347,1338,991
9624,0,0,38,0,-38
9625,1,1,430,1249,819
9626,0,0,12,0,-12
9627,1,1,539,1950,1411
9628,0,0,48,0,-48
9629,1,1,974,1315,341
9630,0,0,23,0,-23
9631,1,0,40,0,-40
9632,0,0,43,0,-43
9633,0,0,9,0,-9
9634,0,0,23,0,-23
9635,1,1,255,1478,1223
9636,1,1,59,1780,1721
9637,0,0,18,0,-18
9638,1,0,0,0,0
9639,0,0,53,0,-53
9640,1,1,187,1447,1260
9641,0,0,26,0,-26
9642,1,0,91,0,-91
9643,0,0,2,0,-2
9644,0,0,2,0,-2
9645,0,0,3,0,-3
9646,1,0,22,0,-22
9647,0,0,113,0,-113
9648,1,1,356,1292,936
9649,1,0,40,0,-40
9650,0,0,14,0,-14
9651,1,1,1011,1260,249
9652,0,0,48,0,-48
9653,1,0,18,0,-18
9654,1,0,60,0,-60
9655,1,0,63,0,-63
9656,1,0,78,0,-78
9657,1,1,314,1217,903
9658,1,0,8,0,-8
9659,1,0,122,0,-122
9660,0,0,46,0,-46
9661,1,1,21,1588,1567
9662,1,1,153,1545,1392
9663,1,1,105,1347,1242
9664,1,0,14,0,-14
9665,1,0,34,0,-34
9666,0,0,17,0,-17
9667,1,0,76,0,-76
9668,0,0,41,0,-41
9669,1,1,209,2117,1908
9670,1,1,199,1239,1040
9671,1,0,115,0,-115
9672,0,0,54,0,-54
9673,1,0,59,0,-59
9674,0,0,48,0,-48
9675,1,1,545,1216,671
9676,1,1,46,1248,1202
9677,1,0,5,0,-5
9678,0,0,185,0,-185
9679,0,0,64,0,-64
9680,1,1,1205,2846,1641
9681,0,0,13,0,-13
9682,1,1,213,1461,1248
9683,0,0,65,0,-65
9684,1,1,382,1501,1119
9685,1,0,50,0,-50
9686,0,0,0,0,0
9687,1,0,20,0,-20
9688,1,0,102,0,-102
9689,0,0,3,0,-3
9690,1,0,30,0,-30
9691,1,1,475,1237,762
9692,0,0,36,0,-36
9693,0,0,30,0,-30
9694,1,1,533,1585,1052
9695,1,0,22,0,-22
9696,1,0,37,0,-37
9697,1,1,742,1761,1019
9698,1,0,34,0,-34
9699,1,1,174,1677,1503
9700,0,0,34,0,-34
9701,0,0,83,0,-83
9702,0,0,39,0,-39
9703,0,0,19,0,-19
9704,0,0,30,0,-30
9705,1,1,274,1687,1413
9706,1,1,252,1550,1298
9707,1,0,15,0,-15
9708,1,1,903,1223,320
9709,1,1,318,1243,925
9710,1,0,15,0,-15
9711,1,1,2158,1321,-837
9712,1,1,408,1721,1313
9713,0,0,111,0,-111
9714,1,1,8,1235,1227
9715,1,1,64,1571,1507
9716,1,1,76,1802,1726
9717,0,0,32,0,-32
9718,0,0,22,0,-22
9719,1,1,896,1257,361
9720,1,0,29,0,-29
9721,1,0,34,0,-34
9722,1,1,167,1434,1267
9723,0,0,76,0,-76
9724,1,1,495,2094,1599
9725,1,0,87,0,-87
9726,0,0,55,0,-55
9727,0,0,82,0,-82
9728,0,0,42,0,-42
9729,0,0,5,0,-5
9730,1,1,1473,1547,74
9731,1,0,33,0,-33
9732,1,0,4,0,-4
9733,1,1,790,2716,1926
9734,0,0,20,0,-20
9735,0,0,52,0,-52
9736,1,0,182,0,-182
9737,0,0,61,0,-61
9738,0,0,100,0,-100
9739,1,1,121,1566,1445
9740,1,0,9,0,-9
9741,0,0,60,0,-60
9742,1,1,524,1301,777
9743,0,0,21,0,-21
9744,0,0,110,0,-110
9745,1,0,21,0,-21
9746,1,1,827,1231,404
9747,1,0,26,0,-26
9748,1,1,709,1490,781
9749,1,0,87,0,-87
9750,1,0,65,0,-65
9751,1,0,8,0,-8
9752,0,0,18,0,-18
9753,1,0,33,0,-33
9754,0,0,32,0,-32
9755,1,1,367,1836,1469
9756,0,0,4,0,-4
9757,0,0,12,0,-12
9758,1,1,1358,1413,55
9759,1,0,218,0,-218
9760,0,0,23,0,-23
9761,0,0,0,0,0
9762,1,1,2005,1306,-699
9763,0,0,8,0,-8
9764,1,1,463,1916,1453
9765,1,1,325,2899,2574
9766,1,1,1146,1818,672
9767,1,0,19,0,-19
9768,1,1,51,1229,1178
9769,1,1,1477,2275,798
9770,1,0,21,0,-21
9771,1,1,92,1293,1201
9772,0,0,57,0,-57
9773,1,1,490,1993,1503
9774,0,0,6,0,-6
9775,1,0,106,0,-106
9776,0,0,42,0,-42
9777,0,0,53,0,-53
9778,0,0,73,0,-73
9779,1,1,211,1473,1262
9780,0,0,21,0,-21
9781,1,1,588,1226,638
9782,0,0,84,0,-84
9783,0,0,29,0,-29
9784,0,0,24,0,-24
9785,0,0,17,0,-17
9786,1,1,141,1324,1183
9787,1,1,803,1582,779
9788,1,1,2011,1365,-646
9789,0,0,97,0,-97
9790,0,0,52,0,-52
9791,1,0,19,0,-19
9792,0,0,30,0,-30
9793,0,0,44,0,-44
9794,1,1,421,1333,912
9795,0,0,7,0,-7
9796,0,0,34,0,-34
9797,1,1,173,1216,1043
9798,1,1,334,1748,1414
9799,1,1,1480,1312,-168
9800,1,0,62,0,-62
9801,1,1,107,1691,1584
9802,1,1,375,1370,995
9803,1,0,1,0,-1
9804,1,0,123,0,-123
9805,1,0,5,0,-5
9806,1,1,1835,1293,-542
9807,0,0,22,0,-22
9808,1,1,187,1588,1401
9809,1,0,48,0,-48
9810,1,1,570,1787,1217
9811,1,0,40,0,-40
9812,0,0,22,0,-22
9813,1,1,748,1538,790
9814,0,0,2,0,-2
9815,0,0,6,0,-6
9816,0,0,43,0,-43
9817,0,0,41,0,-41
9818,1,0,139,0,-139
9819,1,0,10,0,-10
9820,1,1,799,1210,411
9821,1,1,412,1700,1288
9822,1,1,1807,1609,-198
9823,0,0,26,0,-26
9824,1,1,62,2358,2296
9825,1,1,714,1833,1119
9826,1,1,61,1264,1203
9827,0,0,22,0,-22
9828,1,0,16,0,-16
9829,1,0,12,0,-12
9830,0,0,20,0,-20
9831,0,0,0,0,0
9832,1,0,23,0,-23
9833,0,0,13,0,-13
9834,1,1,1490,3018,1528
9835,0,0,30,0,-30
9836,0,0,25,0,-25
9837,1,0,80,0,-80
9838,0,0,294,0,-294
9839,1,1,421,1453,1032
9840,1,0,37,0,-37
9841,0,0,18,0,-18
9842,0,0,15,0,-15
9843,0,0,21,0,-21
9844,1,1,971,2013,1042
9845,1,1,809,1413,604
9846,1,0,9,0,-9
9847,1,0,30,0,-30
9848,1,0,67,0,-67
9849,1,0,111,0,-111
9850,1,0,136,0,-136
9851,1,0,297,0,-297
9852,0,0,50,0,-50
9853,0,0,24,0,-24
9854,0,0,8,0,-8
9855,1,0,3,0,-3
9856,1,0,36,0,-36
9857,1,1,1613,1316,-297
9858,0,0,14,0,-14
9859,1,0,138,0,-138
9860,1,1,1360,1270,-90
9861,1,0,20,0,-20
9862,1,0,53,0,-53
9863,0,0,160,0,-160
9864,1,0,28,0,-28
9865,0,0,100,0,-100
9866,1,1,79,2879,2800
9867,0,0,0,0,0
9868,0,0,28,0,-28
9869,0,0,84,0,-84
9870,0,0,75,0,-75
9871,0,0,37,0,-37
9872,1,1,759,1200,441
9873,1,1,680,1235,555
9874,0,0,12,0,-12
9875,0,0,73,0,-73
9876,1,1,1141,1261,120
9877,0,0,8,0,-8
9878,1,0,1,0,-1
9879,0,0,13,0,-13
9880,1,1,84,1379,1295
9881,0,0,0,0,0
9882,0,0,34,0,-34
9883,1,0,10,0,-10
9884,1,0,28,0,-28
9885,0,0,92,0,-92
9886,1,0,19,0,-19
9887,1,0,77,0,-77
9888,1,1,1180,1295,115
9889,1,1,417,1348,931
9890,1,0,31,0,-31
9891,1,0,81,0,-81
9892,1,1,559,1204,645
9893,0,0,100,0,-100
9894,1,1,1070,1542,472
9895,0,0,148,0,-148
9896,0,0,15,0,-15
9897,0,0,111,0,-111
9898,0,0,123,0,-123
9899,1,1,260,2020,1760
9900,0,0,16,0,-16
9901,1,1,418,1608,1190
9902,1,1,227,1298,1071
9903,0,0,129,0,-129
9904,0,0,37,0,-37
9905,1,0,49,0,-49
9906,0,0,74,0,-74
9907,1,0,23,0,-23
9908,0,0,126,0,-126
9909,1,0,39,0,-39
9910,1,1,2200,1200,-1000
9911,0,0,104,0,-104
9912,0,0,10,0,-10
9913,1,0,29,0,-29
9914,0,0,112,0,-112
9915,1,0,101,0,-101
9916,0,0,9,0,-9
9917,1,1,1097,1359,262
9918,1,1,630,3871,3241
9919,0,0,45,0,-45
9920,1,1,657,1226,569
9921,0,0,23,0,-23
9922,0,0,28,0,-28
9923,0,0,3,0,-3
9924,1,0,58,0,-58
9925,1,0,63,0,-63
9926,1,1,426,1329,903
9927,0,0,19,0,-19
9928,0,0,8,0,-8
9929,1,0,62,0,-62
9930,1,1,568,1243,675
9931,0,0,2,0,-2
9932,1,1,109,1284,1175
9933,1,0,34,0,-34
9934,1,0,8,0,-8
9935,1,1,409,1220,811
9936,0,0,10,0,-10
